Energy_MeV,target000,target001,target002,target003,target004,target005,target006,target007,target008,target009,target010,target011,target012,target013,target014,target015,target016,target017,target018,target019,target020,target021,target022,target023,target024,target025,target026,target027,target028,target029,target030,target031,target032,target033,target034,target035,target036,target037,target038,target039,target040,target041,target042,target043,target044,target045,target046,target047,target048,target049,target050,target051,target052,target053,target054,target055,target056,target057,target058,target059,target060,target061,target062,target063,target064,target065,target066,target067,target068,target069,target070,target071,target072,target073,target074,target075,target076,target077,target078,target079,target080,target081,target082,target083,target084,target085,target086,target087,target088,target089,target090,target091,target092,target093,target094,target095,target096,target097,target098,target099,target100,target101,target102,target103,target104,target105,target106,target107,target108,target109,target110,target111,target112,target113,target114,target115,target116,target117,target118,target119,target120,target121,target122,target123,target124,target125,target126,target127,target128,target129,target130,target131,target132,target133,target134,target135,target136,target137,target138,target139,target140,target141
0.045,0.001227389363294051,0.06461900082640254,0.1287792494261635,0.00030088991984614515,0.00023521916734286745,0.00034433724558524757,0.00038994797166926336,0.0028928712971018756,0.013665062934766704,0.00020153310991524693,0.021452167130184212,0.0071246836060585295,2.1952739300268345e-06,0.008539422662750587,0.0009608600582393086,0.0012018580806874635,0.024312427235855586,0.006955214443962777,0.0030246865900894703,0.005363669071572576,0.002315884103433867,0.000537064513444143,0.00037772665100879325,0.00017268564765068686,0.008986303473432163,0.0036521783172575057,0.00025637485646838734,7.854873688309405e-05,6.281742672835673e-05,3.4262564077775176e-05,1.7457301280648803e-06,3.743897370567824e-06,6.205497336472816e-07,1.4463439711812008e-07,2.157948799828785e-06,6.566864244314905e-07,3.173111475665882e-08,3.8753281713228515e-06,9.988990190423307e-07,0.0020002156337452937,0.000997020335132525,0.002130205844211822,0.0005698731604320194,0.11206658944816941,0.05407567760797949,0.00745242567499974,0.0018602028394764066,0.0014947042133413193,0.00046308648371584297,0.1255554521233432,0.040522268918733194,0.07079393129599712,0.02749784126736785,0.0,0.0006701567949708325,0.026884319332182965,0.03696622191227996,0.00032573628515434217,0.02484267617394452,0.002121556868206692,4.4715840139351654e-07,2.0870670157519263e-05,0.004772546021549823,0.004788087676632985,0.01150184000544978,0.01488118477822768,0.00013093227131999094,0.0001238671107249517,0.00029952201678845554,0.00020746296876878026,0.16624841456083697,0.15541461748942756,0.05048936897635596,0.04969203364785065,0.013789140248582887,0.017066511892214576,0.01114796286582254,0.009832653265236926,0.009289062619637056,0.009896010019345152,0.0030258489338914475,0.003036476999580186,0.0011374914290076664,0.0012714522633014407,0.0001284306261630201,0.00013221128657425955,5.586135714768186e-05,0.030714828140333238,0.03435546070555727,0.018862196474304038,0.013665113126210836,0.0159939133799526,0.09085592707789703,0.07296528833089143,0.07988194512409713,0.22789414792814117,0.009155211923294554,0.007998153951555549,0.043532860187603606,0.04136973757598586,0.000583965314293143,0.007876064380928924,0.00021366578352811637,0.018811676116497325,0.010306254842906296,3.2156235983336272e-06,0.00019027098413324861,0.00810369362754972,0.0035210900241821968,2.4390983579820923e-06,0.024137161007039887,6.46308729677646e-05,0.0001269588503256575,0.06423666416150166,5.131739056071721e-06,0.0,0.00012027685909608568,0.005346769085133052,0.0031213046637244032,2.2243383518719738e-06,0.00017544290555627853,0.00033509479691251544,0.00019947781098645642,0.006519659151576995,0.003479657668760815,3.000534868570424e-06,0.012292051504046032,0.01613678772871911,0.0009790450417679153,0.0,0.0,0.004702101097355924,0.0014905005221235816,0.00034299654746368244,0.000185529006980021,0.006467459349241226,0.017110569735767196,0.0001057141503002823,0.00012403037074478463,8.204106002095551e-05,0.00046178189314192926,8.908951013980992e-07
0.05,0.0011703105455171852,0.06206690274489191,0.11855055583090493,0.00031921942822824896,0.0002766916059591722,0.00043063697789138487,0.00045692187777069375,0.0031080067557972303,0.013675246348394817,0.0002680653271195488,0.02059092550763904,0.007030455024786859,3.11022601432196e-06,0.009722561169779686,0.0012540074158430847,0.0014832489064649376,0.02531488973563909,0.007350789097330231,0.003369212621082122,0.005878125045475247,0.002527565600736396,0.0006256378975309753,0.0004481364262121759,0.00021012790072859417,0.010306335144778503,0.004167721497037376,0.00032862861328894797,0.00011085858024642872,9.642272046339662e-05,5.426255990705993e-05,2.373190279437148e-06,4.552213254972932e-06,1.0817873963847425e-06,1.2714213792036085e-06,2.5906326410410328e-06,6.563489872291322e-07,3.078362573603116e-07,3.8261052083232785e-06,1.0134652071883225e-06,0.002390252698522026,0.0011513789917405265,0.0027216821624151018,0.0007377771837525286,0.10418662697141623,0.04916194867698617,0.008682883524763077,0.002223382972774914,0.0019488939023396589,0.0006471178681857702,0.1223539694328259,0.040217246230910886,0.07437756849227165,0.02928556442841242,0.0,0.0009037717280554531,0.028972672921351837,0.035334179625826696,0.00039898890844156115,0.02306188909959496,0.0023271897476543108,1.0773674414592378e-06,3.173260717366691e-05,0.004996499828344449,0.005060940765913649,0.011466962877465382,0.014685317332674879,0.00020236168939345334,0.0001409746103732331,0.0003112199393579321,0.0002363440045698084,0.14916518817013155,0.14045129276997007,0.046812676678990126,0.046522233409399545,0.013381134007536804,0.01670520007886896,0.011009552753007594,0.009841159983512805,0.00957799630279825,0.01034079670738412,0.003512191581706227,0.0034730866731907295,0.0013888786583268991,0.0015525078286237448,0.000195786908791791,0.0002007861118602743,0.0001010498564994302,0.02951348250434558,0.033251678163199204,0.01973805091825195,0.014585202536650509,0.01664003030777073,0.0834647864669023,0.06819296839484106,0.07484919176807457,0.1978140486657287,0.009846001466136785,0.00848831652708639,0.040776705543686446,0.03822539883424147,0.0004582182106751762,0.008219970508681108,0.000243709134267608,0.01811259417591094,0.010123993760949811,7.706387067270578e-06,0.0002368798667330401,0.007909531622689788,0.003623759823250192,3.55199210518973e-06,0.023023191691734675,9.021840008001866e-05,0.00020667109408131933,0.06052525831321219,6.498321192208925e-05,0.0,0.0001466159343055926,0.0053126167489536335,0.00319828584685359,2.9611474201034765e-06,0.0002415241191597382,0.00038767427496357113,0.00022213624751152194,0.006322832974404417,0.003448033290887637,3.5328162411363196e-06,0.01293214412982005,0.016782612795238336,0.0013394203403543105,0.0,0.0,0.0052301982197573834,0.0018191260087492293,0.0004386351162239101,0.00024486071883094855,0.006765348459581294,0.017144940913550313,0.00016143070623430322,0.00017955088551679073,0.00012365458745803088,0.0008563301004218595,1.6301049616213802e-06
0.055,0.0011013911452500754,0.05955603841611892,0.10866096804210386,0.00037766416280774216,0.00033665237786300814,0.00045941578536888095,0.0003915375377324454,0.003431036972450718,0.01356049751437522,0.00032839513869229966,0.01962943566085677,0.0068166213787146145,3.5416425007836987e-06,0.010521299764713282,0.0014523295575841744,0.0016813272217143388,0.02540712827683315,0.007408546801116482,0.003607353762536154,0.006099757750482388,0.002654902820787534,0.0006857993048634153,0.0004987898363918915,0.00022484230847212865,0.010852374420361773,0.00442178014029536,0.00039820097991622924,0.00013482097552372166,0.0001392718394134839,7.564072064792571e-05,4.331603985572873e-06,6.109767358880324e-06,1.3234388308507058e-06,4.6356812808013403e-07,2.387571819441534e-06,1.026175456397455e-06,4.7304394864074963e-08,3.936661543349256e-06,1.0629883213107208e-06,0.0026569454943029614,0.0012780058062622287,0.003176307443425194,0.0008955468829537353,0.09543715783228354,0.04491392003806568,0.00945147722160754,0.002485155370216924,0.0023161097569452055,0.0007940992982880135,0.11628612492020704,0.039254405692001414,0.07497211486970369,0.029924616965160654,0.0,0.001097413999776894,0.030486002714120903,0.0330922570832998,0.0004605663811750077,0.021514804529787778,0.0024335625081371728,8.407120210249736e-07,4.445794588075367e-05,0.005110002259502982,0.005250604823320456,0.011292908249018565,0.014366011208576812,0.00013694575632152345,0.00016287927644002435,0.0005719023802416615,0.00025854457512473184,0.13548453716375283,0.1282708813057692,0.043617291093121076,0.04355342664178158,0.012930552291872685,0.01614482332776986,0.010767507645280826,0.009784204316854657,0.009603974546395208,0.01042703857049613,0.003837451106849309,0.0038517372033950465,0.0015949885035412322,0.0017175955147104413,0.00026094743899499333,0.00026484673650525815,0.00011785155367975656,0.028244319183952794,0.031837310776157694,0.01996797483258203,0.015189329874910737,0.017419475475737085,0.07700419243572741,0.06370242263075872,0.06989087604654291,0.17530002892148044,0.010209669077719455,0.008704579427719145,0.03785381147199818,0.035536535626345386,0.0007665723077837497,0.008146258329070446,0.00030762184361826113,0.01730663240261878,0.009806901196764962,1.3142762520116444e-05,0.0002845630135879335,0.00768174881013703,0.003647863898763924,4.984465763013738e-06,0.021910688975780895,0.00011698526520617057,0.0002580623119683782,0.05698711790743352,5.742643346496016e-05,0.0,0.00016984991845083624,0.005266529700772739,0.0032296318397796106,3.8371860515090784e-06,0.00026687510482171654,0.00046187019139633505,0.00024322638520407792,0.006120076479154526,0.003378556210274093,4.217344400774296e-06,0.013427774462321114,0.017032300590756336,0.0016611478806984954,0.0,0.0,0.005427796170290609,0.0019883524135805844,0.000486673617137708,0.00027032361431287183,0.007143884189136852,0.016689867046298643,0.00020552304199665126,0.00023405647837911958,0.00017087352847973468,0.0010582954347254708,1.4494787731576775e-06
0.06,0.0010576832647655162,0.0567253414524052,0.10112887318799765,0.00041643054865179606,0.0003819337036260628,0.0005373223506112138,0.0005342951886204876,0.0035249275787528453,0.013472735124754076,0.00040496485677074344,0.01877738138055964,0.006589625570803844,4.946107016613365e-06,0.010817679001148875,0.0016135929469171832,0.0018622099337721873,0.024665250351688508,0.007278977849943359,0.0038621289834765084,0.006090989413933081,0.0027252254924433586,0.0007532182733139237,0.000516062707275129,0.0002466600008179082,0.011090924124624596,0.0046344137774020355,0.00044818980994561404,0.000157721490993514,0.00017534532073664843,9.862725788277899e-05,6.226622925295378e-06,7.951667300580363e-06,2.0596491134338036e-06,9.815399040200876e-07,2.750738017649967e-06,1.1800790819830774e-06,2.4960977547856393e-07,3.849766706788233e-06,8.747666042454358e-07,0.0027770920990845974,0.0013740288376601823,0.0034994845860408237,0.0010160336090464953,0.08718023510515313,0.04119306414687614,0.009872386683548827,0.002613640951405794,0.002615929711841716,0.0008904224039127674,0.10893703102358551,0.03786088769810461,0.07334632624172313,0.02976941579053326,0.0,0.0012767703341943048,0.02909763273604409,0.030988808558687162,0.0005490666603485949,0.020152987362330236,0.0025105523612082878,1.1474376982913865e-06,5.415248983497647e-05,0.005152967343729269,0.005302530580745741,0.011157664167931455,0.014050351019416724,0.00030061014009817745,0.00018884653629503898,0.0005139311903283686,0.00029492553202669855,0.12556681614342965,0.11904130158505138,0.04094977385758146,0.04099386614733065,0.012451713033679698,0.015594884907914839,0.010503293967478547,0.009581336893207315,0.009512062776302063,0.01043976341230115,0.004038413105029199,0.00404684704543368,0.0017084264492409427,0.0019025879751690582,0.00030321814520694435,0.00031782687561238506,0.0001511128380743313,0.02690335416725227,0.03044244727172127,0.019971839495729986,0.015454389562447091,0.01770386264096513,0.07164483491243677,0.059678900600238574,0.06538060397856338,0.1586661510264528,0.010307548702245145,0.008784421752126511,0.035593904460419656,0.0332291787599161,0.0007900038357091644,0.008192437307931788,0.00034520774993360365,0.016606704319965717,0.009303754734214745,1.102181389935218e-05,0.00031539569787262075,0.0074526208445696495,0.0036110015960277974,6.404042808061754e-06,0.020834075779074118,0.0001733760790798568,0.00030954236984070065,0.05370637004875511,0.00012444050405476586,0.0,0.00019061492233223373,0.005219656467762653,0.0032390901935330707,4.9151416383790805e-06,0.00031261720895287215,0.000494208443457874,0.00025784447379763873,0.005898170887093625,0.0032803624882213494,5.072344457865666e-06,0.01362606037119261,0.016965094980028,0.0018627629044534594,0.0,0.0,0.005517850058762615,0.002078107660583173,0.0005341998827492941,0.00030936491395170714,0.007355653606338533,0.01609906157044974,0.00023062351391547997,0.00028042209765230633,0.00020491178407252097,0.0007222974241918212,3.927819681347043e-06
0.065,0.0010040126037016307,0.054343458523681686,0.09553328323998758,0.000384970920048186,0.0004480823534241083,0.0005819792481918065,0.0005568699130620091,0.003608724619801573,0.013139870357450992,0.0004252095982557712,0.01797286197450932,0.006375565634173602,6.362425914601414e-06,0.010874652229010821,0.001701982178225157,0.002006782429750494,0.023580675214397866,0.007166288970250819,0.003984621255139014,0.005989443788540631,0.002711430458640829,0.0007975619840625992,0.000533222135563106,0.00025442271391989426,0.011116194415573282,0.004696150419409179,0.0004900556249530175,0.00017788012022257983,0.0002043332344536619,0.00011942338577396429,9.688670938135287e-06,9.83778337141685e-06,1.9814794920270514e-06,1.103637637129924e-06,3.3331319356706576e-06,1.1301840352312326e-06,3.348660442187521e-07,3.8130595655810732e-06,1.0780316942927427e-06,0.0028503362640405266,0.0014226431865492638,0.003732749554978043,0.0011068712478928024,0.0792782457925147,0.038250768514824895,0.009877138622839132,0.002712810536055897,0.0027994251749458273,0.0009666928486700889,0.10127932128187325,0.036383325320087534,0.07066907084901432,0.02924700284443753,0.0,0.0014169626928727422,0.028513155597371807,0.02923019589052212,0.000589857208883361,0.01905999117183154,0.0025388311258364286,1.2092378153282808e-06,6.360873375641102e-05,0.005181373184527406,0.005372787208285094,0.010942589809910341,0.013700385339912222,0.0001747581320366571,0.00019289684198589416,0.0004956897379736094,0.0002983779512946022,0.1173970008345875,0.11104875428776957,0.03880542904794305,0.03889493162936518,0.012069249299383794,0.01508305115691646,0.010198623386190512,0.00931797208294292,0.009526766191532511,0.010281809416122431,0.004180059362414423,0.004114259989143629,0.00180284431145318,0.0020146599587216483,0.00035559476612559047,0.00036951982581942777,0.00019002404500424565,0.025771498181144114,0.02911317382224301,0.019775435117347574,0.015378254902501718,0.01746295518549552,0.06727098562755664,0.056220618365732125,0.0617246958094736,0.14627365559857822,0.010347489952015562,0.008764635887680707,0.03360365001584339,0.03133022399534253,0.0008104901381692981,0.008075849160664953,0.0003408124555764023,0.015842715591183203,0.008845004172855895,1.3535301421951292e-05,0.00034986708615831753,0.007250339857325468,0.003560378951405732,7.648536197574262e-06,0.02002515330665914,0.00018838362194349803,0.00040206118231419765,0.051166016524527055,0.00010097186654811188,0.0,0.00020869578205993123,0.005180563609873278,0.00324949664093598,5.566468708051633e-06,0.00032716720428279484,0.0005433227479519399,0.0002717510215908646,0.005725337583549615,0.0032115728710394855,5.316077851113264e-06,0.013729333450643939,0.016708742536798323,0.0019890124762392066,0.0,0.0,0.005535680150016616,0.002214225719200353,0.0005795426078830648,0.00039140665373544524,0.007223581776994434,0.015675993094575548,0.0002805405999489393,0.00032008046225445914,0.00024565488088434826,0.0007898128884536421,3.1817035212105588e-06
0.07,0.0009754900569098193,0.052626192473183675,0.09046448073592939,0.00043766459499335606,0.0004468169878999216,0.0006073948144588992,0.0005612834422974029,0.0035958287236944712,0.01298723659354343,0.0004758771235321727,0.017307001215027044,0.006108226980232089,7.440787233085012e-06,0.010724429292669306,0.001757464267277647,0.0021486211539987164,0.02245148553363628,0.006920278381249625,0.0040266546331436505,0.005769299462768191,0.002681605575725045,0.0008352583437019627,0.0005586131561687683,0.0002574323919340135,0.010842840060425641,0.004661685052349842,0.0005184535793388931,0.00019404570966960097,0.00023938873785379935,0.00013961001367090718,9.488412479860304e-06,1.1843077313124618e-05,1.8773252729126375e-06,1.1499440592910825e-06,2.8243663073248285e-06,1.1235720942975024e-06,2.518272716982708e-07,3.885405361496025e-06,1.0099302908513795e-06,0.002893874665698016,0.001416972821950762,0.0038618367918234315,0.001179970148028865,0.0724274706264974,0.03559750130999362,0.009831907241402305,0.0027660385304840427,0.00293086026828938,0.0010116155830802581,0.09391330215664642,0.03493082976335828,0.06755915733205811,0.028497090777436077,0.0,0.0015332737544709106,0.027669999404840873,0.027718387053765732,0.0006046671532556266,0.018167291951549494,0.0025464614034506955,1.2504886340574544e-06,7.339448642032605e-05,0.005187098958365161,0.005355215532779221,0.010794170348777117,0.013419473429170489,0.00013871365214625125,0.0001967186150030492,0.00035918700847342093,0.0003249675624858487,0.11061795748014648,0.10481248791523977,0.037081221194868744,0.0371010621951734,0.01171987038234364,0.01460445352707695,0.00999701631333177,0.009104336013053592,0.009355992180728042,0.010136981491621235,0.004212408252448577,0.004217903734687853,0.0018857369933952496,0.00211174409927963,0.00038680133092215446,0.00041139696886564517,0.00022766207311596413,0.02477773751840783,0.02797446616895543,0.01951570386732893,0.015311790147708934,0.01736253392985346,0.06358572906190808,0.05346569817219686,0.058673070744145565,0.13678978535588018,0.010236907021899567,0.00869196301273895,0.032084662858972365,0.029760711289466578,0.0008269292907623004,0.007793817350853944,0.00035471512262088645,0.015348579404899376,0.008645851555782092,1.5492907112893637e-05,0.00036933179877979657,0.00706417389682106,0.0035086516884610657,9.108515942944331e-06,0.019363677373473505,0.00021728725037778305,0.0004123812695120421,0.04878119003426709,0.00015796741522947297,0.0,0.00022337207946865705,0.0051528239469840025,0.0032544513915222393,6.541662792862747e-06,0.0003806495576311751,0.0005486376703699054,0.00028434781629166356,0.005569926226309163,0.0031353517519462654,6.294776414269386e-06,0.013837052668590064,0.016479947924555278,0.002055062664974488,0.0,0.0,0.005522000043377598,0.002259316678817035,0.0006347872699750078,0.0003752985481436534,0.007305149775602736,0.015315923747767465,0.0003147584234664459,0.0003581082761089354,0.00028519317603603643,0.0009132399194360062,5.446174968148497e-06
0.075,0.0009390852932200599,0.0508827573819868,0.08663893087630244,0.0004185898171175243,0.0004914281922063523,0.0006071723205696329,0.000580361457727351,0.003607293498682941,0.012634932005761799,0.000511379662827611,0.016752849575394125,0.005963899360867259,8.04019295172585e-06,0.010494987386112467,0.0017754913581159099,0.002227843889769207,0.021170360184365824,0.006718201196507952,0.004234977014117874,0.00552325694432228,0.0026433802827051916,0.000870670947555646,0.0005604637790134364,0.0002633976727361091,0.010521589922269273,0.004607927897551458,0.0005298258802081529,0.00020291148580951394,0.0002662695143507274,0.00015206495046942594,1.2575017227684056e-05,1.3745101799480302e-05,2.061852243690341e-06,2.408989588485212e-06,2.9276169621167818e-06,1.182665703680834e-06,2.0772703221591148e-07,3.5561121766875924e-06,9.68062921745873e-07,0.002784988581247078,0.001396203613384729,0.003916746340209597,0.00123015526360958,0.06613574169544374,0.03348361278770796,0.009627565769153123,0.0027780636665763903,0.0029878290465861776,0.001060923917999429,0.08696882077621285,0.033573226306677376,0.06419182155494829,0.02765462921372839,0.0,0.0016158247452583356,0.02598191760885397,0.026183166722326883,0.0006251752320028057,0.017327704086929605,0.00253220108650551,1.1428082139415556e-06,8.016323330339895e-05,0.005203579711578169,0.00537712697185365,0.01071781490366929,0.013146262682144942,0.00032715181334170456,0.0002141539316132322,0.0003824456501979439,0.0003120456111943359,0.10599505945630072,0.10029277582565731,0.03564804869056364,0.035702949223119285,0.011399102936364985,0.014160519551310086,0.009761471143891476,0.008897539396144311,0.009181954699231292,0.009935921588017985,0.004252889031615564,0.0042877156967195225,0.0019431959756154174,0.00212360351432303,0.00042547921943089125,0.00045215107104419963,0.00024198029742953666,0.023904009680730788,0.02695864225176705,0.019229028331218912,0.015240286736645242,0.017203592630670308,0.06076749376662282,0.051103570173615664,0.056658778511925946,0.12965023814338467,0.010140688158174377,0.008591285226627525,0.030670017612363883,0.028491444332999178,0.0008366802568979031,0.007737001925252852,0.0004514873354589771,0.014852766983685515,0.00842432311239471,2.2774278106275177e-05,0.00038962749210685985,0.006899790267913865,0.003456910778120138,1.029293142856574e-05,0.018773010143652093,0.0002700753662149173,0.0004638072108280192,0.046904519357182504,9.89975403033477e-05,0.0,0.000239917434401703,0.005132568307996274,0.0032465173774402327,7.3422355069835895e-06,0.000379931766134652,0.0005844239616208175,0.0002911038552940845,0.005436079203501103,0.003061588840553288,6.747877536206504e-06,0.013558012015985266,0.016157305117824722,0.0021657795941277336,0.0,0.0,0.005493011049419929,0.00228767286789851,0.0006526844652314168,0.0003848530851529463,0.007181326924476642,0.014932491330421292,0.0003411517341723195,0.00038854716406781716,0.00030613870583816294,0.0008729534101005903,3.984664565772541e-06
0.08,0.0009187168885783822,0.048999428177880014,0.08356170040784489,0.00041113308678934524,0.00047822941318580577,0.0006469922246834263,0.0005753774477877224,0.0036975497017084384,0.012494057146878816,0.0005228071666214891,0.016256447412835554,0.005784165213089357,9.196382508253702e-06,0.010120408264740784,0.001819209886832916,0.002329580997210504,0.01990694373001268,0.006487197537744537,0.004311532555714295,0.005296978813318243,0.002612692973542526,0.0008958289040072185,0.0005426130044693296,0.0002650644881483459,0.010145539709913307,0.00453928066832634,0.0005384929962447679,0.00021033169641636844,0.0002834064718079308,0.00016806531526068102,1.6255178069278526e-05,1.5229403445930444e-05,2.310895135331105e-06,2.030491182942749e-06,3.1605797891570087e-06,1.1456527787560043e-06,5.079688358973095e-07,4.1179597471518374e-06,9.644817595369084e-07,0.002724755991547037,0.001418500202098512,0.003940472888049015,0.0012682729790146443,0.0608769481424165,0.03174418692268165,0.009365773990084545,0.002755894829387921,0.002973508417594412,0.0010911362490812616,0.08086951406008114,0.03242576786472969,0.06082127678137646,0.026801037663723413,0.0,0.001691859479139242,0.024019132381018195,0.02497560856377899,0.0006341635689197589,0.01672084849930382,0.002508818439745435,1.300518163396055e-06,8.839076242823461e-05,0.005208228210322125,0.005381526996370716,0.010664485112475728,0.013015407410793078,0.0003611598187057492,0.00021140728011771913,0.0003987119432276805,0.00030093280059304825,0.10169219996361638,0.09651107624645602,0.034389431869514334,0.03443734797575197,0.011148673921279084,0.01382288334120029,0.009539134947027513,0.008725080770046093,0.00904765799017913,0.009765923021099738,0.004278321407260129,0.004299617964546872,0.001984134557604143,0.0021625483822689667,0.0004452152606538718,0.0004806000285461671,0.00028029188156300364,0.023199801710056846,0.02609743233106146,0.018874183359747245,0.014955372022308915,0.017084037098620275,0.05847935492677737,0.049151710660553814,0.053849569881831344,0.12428350905569513,0.010020579059899058,0.00847173978605785,0.029426632256039774,0.02745472161022403,0.0008329366534268336,0.007647960121205492,0.000408645155395217,0.014443414730635509,0.008025137822434697,2.2785897016600036e-05,0.00040788467655560794,0.006761317123465727,0.0034037597496315896,1.1537129188067983e-05,0.018269720525465306,0.0002430020134048085,0.00047643566753206135,0.04513608639788087,0.00012911142256034683,0.0,0.00025171176061984153,0.005126340078972507,0.003251320036315723,8.237481023197964e-06,0.0003885950549089451,0.000602397355702803,0.00029837752268895533,0.005336437837455199,0.003006122990882718,7.354803068318504e-06,0.01361322629101119,0.015825389054420477,0.0021765238324404027,0.0,0.0,0.005460567695764543,0.002359272096674314,0.0006651683342247613,0.00041048588783346743,0.0071965504781927704,0.014669717683394028,0.0003604824562516304,0.0004061099844354545,0.00032936017495050553,0.0011078139318558813,5.78813378864395e-06
0.085,0.0008967164621937099,0.04816574317634035,0.08124537186919184,0.0004625230108914553,0.0005152046971801762,0.0006977500668249491,0.0005873377301950634,0.003703578243409954,0.012160346568368166,0.000519172935078292,0.01583019180499108,0.005612815994839018,8.930927189700108e-06,0.009804201397520165,0.0018044044962341956,0.0024078244467247403,0.018777970189865177,0.006270233318510684,0.004388535756375523,0.005057516153860064,0.0025217714158151366,0.0009137770133784152,0.0005403419741803844,0.0002628932964737768,0.00980315316906925,0.004402262685845298,0.0005421174642545607,0.0002163001130388192,0.0002977816423269987,0.00018016797359585865,1.899944611028707e-05,1.5684525088164526e-05,2.146100693009817e-06,2.888775382880475e-06,3.145085463602373e-06,1.1952708955314539e-06,3.823506205649393e-07,3.666156953255428e-06,1.0335600154619149e-06,0.0026521461307524854,0.0014083156918769802,0.003915365207469209,0.001297578124513974,0.05613868598220836,0.030293147592594563,0.00902099294053333,0.0027728492032741132,0.0029896170548028285,0.001118113053766147,0.07529956798267773,0.03135571368631198,0.05757293768019366,0.02597789091696901,0.0,0.0017390968553346385,0.02266326624905304,0.02400271356888221,0.0006870724304897289,0.01619404229572134,0.0025006389472583064,1.465822089340072e-06,9.502492989260885e-05,0.005226013075311121,0.005370835269662936,0.010578463921194162,0.012854743553553497,0.00018552131748130428,0.00022860439905606118,0.00030733932807285594,0.00033409153371454593,0.09845229408466673,0.0936836493607131,0.03344278638338759,0.033394688122830175,0.010902316411564495,0.013502120833024782,0.009383203654585972,0.008542447078950414,0.00886901284889064,0.009662654289805773,0.004292922074011825,0.004359037948516506,0.0020340499598101775,0.0022118380515475243,0.00047264045516804597,0.0005027887489453339,0.000294504808948114,0.022565065909720933,0.02535673793378256,0.018543183487101753,0.014815165055683813,0.016790095005026158,0.05662818494370757,0.04768365811461353,0.05233730451219394,0.1200019821344795,0.009921318613514103,0.008383077473479482,0.028511726373634368,0.02663293061842884,0.0009687504741768728,0.0074454563369696575,0.00043770168959462454,0.01411647505757086,0.008036156687666355,1.995862008174229e-05,0.0004243755181876599,0.006644075353242245,0.003352697978445487,1.2944203209771774e-05,0.017825694789799163,0.00031570057338548956,0.00048689980352189355,0.04384701506867646,0.00019922417844275042,0.0,0.0002639198180566395,0.005121740566861489,0.0032555483208446204,8.994956528365633e-06,0.0004094402664334681,0.000596909654145464,0.00030841854503022486,0.005243218735713696,0.0029597696313679823,7.725539082883937e-06,0.013553453619954728,0.01558618374212193,0.0021521068893735886,0.0,0.0,0.005505718922910788,0.002378522202976534,0.0006732812255161593,0.00042768716626508417,0.007234592227795993,0.014440030532868926,0.0003708105824007422,0.000431656763857653,0.00035011025311425795,0.001043762529821975,5.865381045859067e-06
0.09,0.000906014593272302,0.04695472011087478,0.07930501058380195,0.00043391473981104785,0.0005311092560166391,0.0006614743791084945,0.0006184207681255155,0.003673969625466619,0.011986844401814658,0.0005090233693022051,0.015480431826743695,0.005486446320602624,9.759599123833145e-06,0.0094270765275417,0.0018025892726054754,0.0024882314231355917,0.017706759783162017,0.00607234864973269,0.004467615008323242,0.004840425300510565,0.002471194201162633,0.0009528929915411662,0.0005183741643356268,0.0002732932487722135,0.009332716147923435,0.0043572462980487215,0.0005433394450296848,0.00022194278915542342,0.0003072959069693213,0.00019272323965811538,1.9426922941334286e-05,1.7681861916941024e-05,2.8696831203772126e-06,3.136800329979722e-06,2.9350424974332753e-06,1.1105195360010496e-06,9.665035284880312e-08,3.007158193925746e-06,1.0353971962717689e-06,0.0025870209684966203,0.0014108791325519246,0.0038834606076432452,0.0013121403251138484,0.051974638277287634,0.029030496426244033,0.008700577995700908,0.00276377777515565,0.002916477528041847,0.0011033855532367966,0.07020415582112963,0.030445533490041195,0.054499914530678185,0.02514277243012019,0.0,0.0017832758110110875,0.021827223670847065,0.023059808496616388,0.0006576038954441537,0.01576434391160738,0.002491172570747358,1.4743663674934743e-06,0.0001012836319669646,0.005257710770611741,0.005388272109003721,0.010545915351928352,0.012743937633504347,0.0002710375683358109,0.00023067561602432444,0.00045478945282995906,0.00033252532362297897,0.09592986803201958,0.0910275388752522,0.032714798474439324,0.03256600421356598,0.010717516282122266,0.013217402158724554,0.00916923465159895,0.008409352873039932,0.008796857993127755,0.00951112174497863,0.004299639704330728,0.0043126865400547575,0.002041446561790148,0.002251524681363692,0.0004850216470645009,0.0005169068863240772,0.0002949368518014187,0.02204335751360976,0.02470207514932108,0.018284179947559164,0.014540177813950514,0.016518432362804047,0.05506865840761231,0.04640047901892067,0.050977314122262994,0.11672060716007567,0.00976035540752027,0.008258975994252472,0.027781427184823276,0.025916933408924533,0.0009761565171536231,0.007216207659359941,0.0004265404574807272,0.013822142415093655,0.0077138551552559725,3.0241389142886247e-05,0.0004364594497735648,0.006545273468172481,0.0033106969268396455,1.3742204145479643e-05,0.017544583157585867,0.00031606921883377644,0.0005184126966403078,0.04274242846081768,0.00014574989943272714,0.0,0.0002729690812128992,0.005126681261458429,0.0032728416636430106,9.741997686059582e-06,0.0004344435257532167,0.0006013506972275833,0.00031503046704191154,0.005177960006340915,0.002924251432647534,7.905406785730192e-06,0.013480855865872962,0.015289471745719999,0.002118898947805904,0.0,0.0,0.005473350084025643,0.002318817644032746,0.0006964369158373974,0.0004904369705206478,0.0071253851544827145,0.014148123701543053,0.00039270253019141425,0.0004484095016082076,0.00036601803483361886,0.0010274948088092484,7.600117579910912e-06
